City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,victoria falls,-17.9235,25.843,32.06,20,0,2.57,ZW,1685112634
368,berdigestyakh,62.0989,126.6992,2.99,73,0,3.19,RU,1685112635
369,shimoda,34.6667,138.95,15.06,79,88,0.64,JP,1685112636
370,al manshah,26.4769,31.8035,39.14,9,0,4.63,EG,1685112638
371,katsuura,35.1333,140.3,18.35,74,100,3.97,JP,1685112638
372,craig,40.5153,-107.5464,13.79,66,0,0.0,US,1685112638
373,san antonio de pale,-1.4014,5.6325,26.42,84,100,5.45,GQ,1685112640
374,ust-tsilma,65.441,52.1498,18.49,70,85,3.84,RU,1685112640
375,bembereke,10.2283,2.6634,36.73,32,37,3.12,BJ,1685112640
376,zag,46.9441,99.165,5.4,67,65,0.66,MN,1685112641
377,san felipe,10.3399,-68.7425,26.05,76,100,2.78,VE,1685112641
378,phang nga,8.4509,98.5298,27.02,89,96,1.72,TH,1685112643
379,punta del este,-34.9667,-54.95,18.06,98,100,7.6,UY,1685112643
380,qaqortoq,60.7167,-46.0333,1.3,90,72,1.65,GL,1685112643
381,arrah,25.5667,84.6667,24.94,58,16,5.55,IN,1685112644
382,taos,36.4072,-105.5731,19.0,54,0,2.06,US,1685112554
383,souillac,-20.5167,57.5167,21.21,94,75,2.06,MU,1685112645
384,reggane,26.7158,0.1714,37.13,6,50,3.65,DZ,1685112645
385,nova sintra,14.8667,-24.7167,21.29,79,91,5.77,CV,1685112645
386,diego de almagro,-26.3667,-70.05,22.29,18,100,1.51,CL,1685112645
387,sokoni,-6.4333,39.55,28.92,69,31,6.98,TZ,1685112645
388,altay,47.8667,88.1167,11.06,62,52,2.69,CN,1685112646
389,coronel suarez,-37.4547,-61.9334,15.49,45,0,5.26,AR,1685112500
390,contamana,-7.3333,-75.0167,30.02,63,47,0.36,PE,1685112646
391,melilla,35.2937,-2.9383,24.11,73,75,5.14,ES,1685112646
392,abadeh,31.1608,52.6506,23.15,27,94,2.46,IR,1685112647
393,tromso,69.6496,18.957,2.99,87,75,5.66,NO,1685112647
394,aur,8.1499,171.1687,28.18,78,100,8.29,MH,1685112647
395,fokino,42.9836,132.4047,11.04,85,48,3.21,RU,1685112647
396,bubaque,11.2833,-15.8333,27.09,79,100,4.19,GW,1685112647
397,vadso,70.0744,29.7487,9.49,57,40,6.17,NO,1685112648
398,terrasson-lavilledieu,45.1301,1.3014,24.64,44,16,0.93,FR,1685112648
399,broome,42.2506,-75.833,17.57,47,0,4.63,US,1685112648
400,akrehamn,59.2667,5.1833,12.14,71,20,5.14,NO,1685112648
401,awjilah,29.1081,21.2869,33.89,15,1,9.69,LY,1685112648
402,emerald,-23.5333,148.1667,11.86,47,0,6.77,AU,1685112648
403,st. john's,47.5649,-52.7093,7.6,96,100,10.29,CA,1685112608
404,ixtapa,20.7,-105.2,23.57,53,40,1.54,MX,1685112649
405,lanark,55.6737,-3.7817,19.77,62,63,1.89,GB,1685112649
406,devils lake,48.1128,-98.8651,24.06,62,0,8.23,US,1685112397
407,makokou,0.5738,12.8642,28.13,69,100,1.43,GA,1685112649
408,pass christian,30.3158,-89.2475,25.63,59,0,3.09,US,1685112649
409,arawa,-6.2132,155.5367,24.88,92,100,1.38,PG,1685112649
410,saint-pierre,-21.3393,55.4781,23.82,60,0,6.69,RE,1685112650
411,soe,-9.8607,124.284,15.4,86,94,1.86,ID,1685112655
412,madinat ash shamal,26.1293,51.2009,32.17,50,0,3.25,QA,1685112655
413,queenstown,-31.8976,26.8753,10.28,36,21,3.69,ZA,1685112655
414,mil'kovo,55.6078,37.7956,25.22,53,67,2.08,RU,1685112655
415,margaret river,-33.95,115.0667,10.98,76,0,1.88,AU,1685112655
416,ocean shores,46.9737,-124.1563,12.0,96,100,1.54,US,1685112632
417,hasaki,35.7333,140.8333,17.9,72,100,4.99,JP,1685112656
418,mchinji,-13.7984,32.8802,21.58,45,3,1.37,MW,1685112656
419,princeville,45.7668,-61.2985,9.81,87,100,2.24,CA,1685112656
420,yeppoon,-23.1333,150.7333,16.88,50,0,4.9,AU,1685112656
421,tres palos,18.1833,-101.6167,28.87,53,88,1.14,MX,1685112656
422,lata,40.1629,-8.3327,24.16,48,54,6.49,PT,1685112656
423,boromo,11.75,-2.9333,40.28,19,87,2.76,BF,1685112656
424,nova vicosa,-17.8919,-39.3719,25.67,62,33,4.95,BR,1685112656
425,langsa,4.4683,97.9683,24.1,96,100,1.13,ID,1685112657
426,kumi,36.1136,128.336,21.82,87,100,1.14,KR,1685112657
427,forster,-32.1667,152.5167,10.77,88,100,5.21,AU,1685112657
428,puruandiro,20.0833,-101.5,25.11,40,76,0.92,MX,1685112657
429,areado,-21.3586,-46.1456,22.41,51,2,3.01,BR,1685112657
430,mejit,10.2753,170.8646,27.68,80,100,8.31,MH,1685112657
431,chadan,51.2833,91.5833,8.07,61,100,1.72,RU,1685112657
432,palmer,42.1584,-72.3287,19.69,39,1,1.34,US,1685112657
433,slave lake,55.2834,-114.769,9.99,87,100,2.57,CA,1685112657
434,bobo-dioulasso,11.1771,-4.2979,35.25,34,74,2.57,BF,1685112658
435,madang,-5.2246,145.7966,25.04,85,92,0.92,PG,1685112658
436,cambridge,43.3601,-80.3127,18.39,39,0,2.06,CA,1685112658
437,mhamid,29.82,-5.72,32.68,13,87,10.31,MA,1685112658
438,luwuk,-0.9516,122.7875,24.87,89,95,1.92,ID,1685112658
439,siwa oasis,29.2041,25.5195,36.47,9,6,8.75,EG,1685112658
440,east hill-meridian,47.4105,-122.1737,17.87,77,0,3.09,US,1685112658
441,tabou,4.423,-7.3528,28.64,72,99,2.81,CI,1685112658
442,mezhdurechensk,53.6942,88.0603,7.19,63,96,1.56,RU,1685112658
443,gislaved,57.3044,13.5408,17.84,24,7,0.45,SE,1685112658
444,bitam,2.076,11.5007,24.9,95,100,0.39,GA,1685112659
445,port alfred,-33.5906,26.891,16.77,67,11,2.24,ZA,1685112659
446,lieksa,63.3167,30.0167,8.81,66,100,4.46,FI,1685112659
447,gafour,36.3205,9.3242,27.21,40,97,4.54,TN,1685112659
448,ramanuj ganj,23.8,83.7,29.67,33,15,4.95,IN,1685112368
449,suva,-18.1416,178.4415,17.71,94,20,2.06,FJ,1685112659
450,hats'avan,39.4641,45.9705,16.78,62,37,2.56,AM,1685112659
451,puerto el triunfo,13.2833,-88.55,29.51,77,100,1.28,SV,1685112660
452,panama city beach,30.1766,-85.8055,25.61,66,0,6.17,US,1685112629
453,rabo de peixe,37.8,-25.5833,19.73,68,40,6.17,PT,1685112660
454,cold springs,39.6802,-119.9766,12.67,79,75,2.06,US,1685112660
455,pea ridge,38.414,-82.3199,21.64,56,1,2.24,US,1685112660
456,chifeng,42.2683,118.9636,19.84,41,35,2.75,CN,1685112660
457,holualoa,19.6228,-155.9522,20.91,89,40,1.54,US,1685112660
458,padang,-0.9492,100.3543,26.03,87,97,0.95,ID,1685112660
459,andi,42.7836,46.2617,15.58,78,97,0.98,RU,1685112661
460,pionerskiy,54.9508,20.2275,13.91,65,88,6.27,RU,1685112661
461,mombetsu,44.3525,143.3525,13.3,73,100,1.45,JP,1685112661
462,anchau,10.9597,8.3916,34.66,32,78,0.75,NG,1685112661
463,bishoftu,8.75,38.9833,23.13,48,87,6.47,ET,1685112661
464,sulphur,30.2366,-93.3774,26.99,71,0,3.6,US,1685112662
465,sombrio,-29.1139,-49.6167,26.63,52,18,3.48,BR,1685112662
466,broken hill,-31.95,141.4333,9.26,61,35,2.56,AU,1685112665
467,formosa do rio preto,-11.0483,-45.1931,30.6,41,18,4.23,BR,1685112666
468,panevezys,55.7333,24.35,18.64,55,62,5.74,LT,1685112667
469,katsuren-haebaru,26.3369,127.8719,24.01,78,20,0.0,JP,1685112668
470,maxixe,-23.8597,35.3472,24.9,69,20,6.17,MZ,1685112668
471,qamdo,31.1667,97.2333,7.96,41,2,3.04,CN,1685112669
472,arish,31.1316,33.7984,25.21,53,100,7.42,EG,1685112670
473,kushima,31.4583,131.2333,20.3,89,86,2.85,JP,1685112671
474,kharp,66.8014,65.8081,23.74,46,55,5.3,RU,1685112677
475,novyy urgal,51.0736,132.5642,10.77,88,83,3.35,RU,1685112677
476,tallulah,32.4085,-91.1868,25.03,68,0,2.57,US,1685112678
477,ust'-ilimsk,58.0006,102.6619,6.72,84,100,1.6,RU,1685112678
478,huarmey,-10.0681,-78.1522,23.85,73,30,4.05,PE,1685112678
479,nuuk,64.1835,-51.7216,0.34,74,100,12.35,GL,1685112660
480,rada tilly,-45.9333,-67.5333,6.27,45,0,8.23,AR,1685112679
481,marquette,46.5333,-87.6335,19.53,28,23,1.34,US,1685112679
482,carinhanha,-14.3047,-43.765,30.23,38,77,3.63,BR,1685112680
483,codrington,-38.2667,141.9667,10.68,81,100,4.33,AU,1685112680
484,tidjikja,18.5564,-11.4271,35.18,23,100,3.58,MR,1685112680
485,aykhal,66.0,111.5,0.86,98,100,1.95,RU,1685112681
486,dawei,14.0833,98.2,26.71,85,14,1.0,MM,1685112681
487,choyr,46.3611,108.3611,11.79,37,100,5.88,MN,1685112682
488,lazaro cardenas,17.9583,-102.2,29.36,65,98,2.92,MX,1685112682
489,qacha's nek,-30.1154,28.6894,9.32,24,32,1.84,LS,1685112682
490,uliastay,47.7417,96.8444,7.94,56,93,3.3,MN,1685112683
491,medenine,33.355,10.5055,23.7,44,5,8.65,TN,1685112705
492,kristiansund,63.1115,7.732,13.03,66,75,11.32,NO,1685112705
493,chudovo,59.1167,31.6833,18.96,27,22,3.64,RU,1685112705
494,sarh,9.1429,18.3923,29.95,51,20,3.09,TD,1685112706
495,ambatolampy,-19.3833,47.4167,11.66,93,35,2.18,MG,1685112706
496,eyl,7.9803,49.8164,29.05,70,100,8.18,SO,1685112706
497,nanao,37.05,136.9667,19.07,94,100,0.82,JP,1685112707
498,rudnichnyy,59.617,52.4703,21.29,50,100,5.86,RU,1685112707
499,illizi,26.4833,8.4667,32.89,11,46,5.48,DZ,1685112707
500,palu,-0.8917,119.8707,25.33,92,100,0.31,ID,1685112708
501,kievka,50.2619,71.5514,14.55,57,35,5.0,KZ,1685112708
502,sao vicente,-23.9631,-46.3919,28.48,61,20,1.87,BR,1685112708
503,baracoa,20.3467,-74.4958,30.25,59,0,1.68,CU,1685112708
504,vanimo,-2.6741,141.3028,26.24,88,48,1.38,PG,1685112708
505,guledagudda,16.05,75.8,35.61,24,30,3.86,IN,1685112708
506,jumla,29.2747,82.1838,10.07,90,89,0.22,NP,1685112708
507,oudtshoorn,-33.5907,22.2014,15.2,51,20,0.95,ZA,1685112709
508,ouro preto do oeste,-10.7481,-62.2158,27.72,84,28,0.96,BR,1685112697
509,cabo san lucas,22.8909,-109.9124,25.9,59,93,5.32,MX,1685112709
510,capitan bado,-23.2667,-55.5333,25.16,58,19,7.47,PY,1685112709
511,boca do acre,-8.7522,-67.3978,25.96,84,89,0.93,BR,1685112697
512,las heras,-46.5419,-68.9359,3.87,43,100,6.72,AR,1685112709
513,puerto baquerizo moreno,-0.9,-89.6,25.55,84,92,4.66,EC,1685112709
514,la palma,33.8464,-118.0467,17.12,84,100,2.57,US,1685112709
515,luckeesarai,25.1833,86.0833,29.61,50,31,1.5,IN,1685112709
516,luau,-10.7073,22.2247,30.21,31,6,1.31,AO,1685112710
517,vila franca do campo,37.7167,-25.4333,20.23,76,58,4.21,PT,1685112710
518,singaraja,-8.112,115.0882,25.58,81,18,1.87,ID,1685112494
519,lexington,37.9887,-84.4777,17.96,57,0,4.12,US,1685112695
520,harstad,68.799,16.5293,4.66,99,100,5.81,NO,1685112710
521,alpena,45.0617,-83.4327,17.84,32,0,1.54,US,1685112710
522,nizhniy kuranakh,58.8353,125.4869,6.61,57,100,4.29,RU,1685112710
523,road town,18.4167,-64.6167,30.02,70,40,4.12,VG,1685112420
524,lalgola,24.4167,88.25,27.57,65,100,4.84,IN,1685112710
525,kralendijk,12.15,-68.2667,29.99,74,40,6.69,BQ,1685112582
526,bamboo flat,11.7,92.7167,28.94,77,12,4.09,IN,1685112711
527,haradok,55.4624,29.9816,22.06,42,30,3.96,BY,1685112711
528,port angeles,48.1181,-123.4307,18.69,79,0,2.06,US,1685112438
529,alofi,-19.0595,-169.9187,19.94,94,100,2.57,NU,1685112711
530,lensk,60.7253,114.9278,7.12,62,74,1.38,RU,1685112685
531,vrangel',42.7297,133.0839,11.03,88,49,1.56,RU,1685112711
532,maughold,54.2988,-4.3184,16.57,70,46,2.16,IM,1685112711
533,boende,-0.2167,20.8667,32.35,52,94,0.94,CD,1685112711
534,merizo village,13.2658,144.6691,27.22,88,100,5.95,GU,1685112712
535,jacksonville,30.3322,-81.6556,22.22,83,100,8.23,US,1685112712
536,mtsamboro,-12.6998,45.0689,26.62,64,24,3.97,YT,1685112712
537,smara,26.7384,-11.6719,29.52,29,37,5.8,EH,1685112712
538,kapa'a,22.0752,-159.319,23.18,77,40,6.17,US,1685112712
539,dailekh,28.8333,81.6667,17.37,78,16,1.64,NP,1685112712
540,el quebrachal,-25.2833,-64.0667,27.86,59,100,4.7,AR,1685112712
541,kuta,-8.7233,115.1723,25.97,88,20,3.13,ID,1685112717
542,saint-philippe,-21.3585,55.7679,23.77,85,100,5.07,RE,1685112718
543,villa gesell,-37.2639,-56.973,15.03,75,100,4.27,AR,1685112718
544,pervomayskaya,43.4033,45.5261,25.89,57,75,3.0,RU,1685112718
545,island harbour,50.724,-1.2758,21.02,59,3,7.32,GB,1685112718
546,yanykurgan,43.915,67.2481,26.13,18,0,2.32,KZ,1685112718
547,soio,-6.1349,12.3689,26.73,77,84,4.69,AO,1685112718
548,rumbek,6.802,29.6912,37.94,26,96,3.45,SS,1685112718
549,rio gallegos,-51.6226,-69.2181,0.03,86,0,8.23,AR,1685112692
550,brisas de zicatela,15.8369,-97.0419,28.86,70,99,1.33,MX,1685112718
551,tubarjal,30.4999,38.216,32.96,8,45,5.62,SA,1685112719
552,canmore,51.0834,-115.3521,8.23,76,44,1.54,CA,1685112449
553,garachico,28.7781,-17.7646,20.06,64,75,1.54,ES,1685112719
554,alo,7.4178,6.7371,36.2,43,17,2.25,NG,1685112719
555,puerto aysen,-45.4,-72.7,3.02,93,75,0.0,CL,1685112420
556,cortez,37.3489,-108.5859,19.28,50,0,1.54,US,1685112719
557,samarinda,-0.5,117.15,23.93,94,99,0.85,ID,1685112719
558,capo d'orlando,38.1435,14.7305,22.45,74,42,3.03,IT,1685112719
559,prado,-17.3411,-39.2208,26.04,62,34,4.17,BR,1685112719
560,tobelo,1.7284,128.0095,26.0,81,100,1.94,ID,1685112719
561,qui nhon,13.7667,109.2333,25.93,86,84,1.47,VN,1685112614
562,mahina,-17.5065,-149.489,24.87,78,20,1.03,PF,1685112720
563,newcastle,-32.9272,151.7765,12.62,69,61,4.12,AU,1685112720
564,the pas,53.8251,-101.2541,11.01,100,100,1.54,CA,1685112720
565,vilyuysk,63.7553,121.6247,3.62,64,25,1.71,RU,1685112720
566,gizo,-8.103,156.8419,27.46,78,90,2.15,SB,1685112720
567,klaksvik,62.2266,-6.589,9.51,94,100,7.22,FO,1685112720
568,alta,69.9689,23.2717,6.59,61,75,6.69,NO,1685112720
569,pechora,65.1472,57.2244,20.61,66,100,7.13,RU,1685112720
570,kill devil hills,36.0307,-75.676,18.01,78,100,7.2,US,1685112720
571,knyaze-volkonskoye,48.4642,135.4567,13.19,95,57,3.68,RU,1685112721
572,benin city,6.335,5.6275,32.53,57,96,3.22,NG,1685112721
573,crestview,30.7621,-86.5705,24.95,65,0,3.6,US,1685112721
574,praya,14.9215,-23.5087,29.3,48,75,9.26,CV,1685112721
575,uniao da vitoria,-26.23,-51.0864,23.7,46,63,1.98,BR,1685112721
576,tevriz,57.509,72.4042,15.25,47,100,1.57,RU,1685112722
577,ashmyany,54.425,25.9378,20.0,52,9,3.99,BY,1685112722
578,kecskemet,46.9062,19.6913,27.07,44,0,4.12,HU,1685112723
579,yasuj,30.6682,51.588,24.75,25,75,6.17,IR,1685112724
580,uzgen,40.7699,73.3007,20.16,43,5,1.69,KG,1685112724
581,lumberton,34.6182,-79.0086,19.17,29,75,5.66,US,1685112724
582,keningau,5.3378,116.1602,22.33,98,97,0.53,MY,1685112725
583,byron bay,-28.65,153.6167,13.13,67,6,6.29,AU,1685112725
584,arar,30.9753,41.0381,36.01,6,0,8.23,SA,1685112727
585,haimen,23.1935,116.6142,24.94,91,17,1.77,CN,1685112728
586,prainha,-1.8,-53.48,27.7,81,100,1.98,BR,1685112728
